Order Date,Product,Quantity Ordered,Price Each,Purchase Address
12/23/19 14:53,Apple Airpods Headphones,1.0,150.0,"727 9th St, Atlanta, GA 30301"
12/04/19 16:58,Flatscreen TV,1.0,300.0,"170 Maple St, San Francisco, CA 94016"
12/30/19 17:56,Vareebadd Phone,1.0,400.0,"186 14th St, New York City, NY 10001"
12/10/19 16:46,34in Ultrawide Monitor,1.0,379.99,"839 Lake St, New York City, NY 10001"
12/17/19 13:54,AAA Batteries (4-pack),3.0,2.99,"666 Sunset St, Atlanta, GA 30301"
12/03/19 23:15,Apple Airpods Headphones,1.0,150.0,"737 Elm St, Atlanta, GA 30301"
12/04/19 22:53,Apple Airpods Headphones,1.0,150.0,"942 Ridge St, New York City, NY 10001"
12/13/19 20:40,Flatscreen TV,1.0,300.0,"277 Wilson St, New York City, NY 10001"
12/24/19 12:31,34in Ultrawide Monitor,1.0,379.99,"885 Ridge St, Atlanta, GA 30301"
12/28/19 22:36,Apple Airpods Headphones,1.0,150.0,"360 6th St, Portland, ME 04101"
12/03/19 23:07,Apple Airpods Headphones,1.0,150.0,"620 Cedar St, Boston, MA 02215"
12/23/19 18:27,AAA Batteries (4-pack),7.0,2.99,"567 Highland St, San Francisco, CA 94016"
12/07/19 09:49,Apple Airpods Headphones,1.0,150.0,"536 Main St, Seattle, WA 98101"
12/04/19 13:20,27in 4K Gaming Monitor,1.0,389.99,"125 Church St, New York City, NY 10001"
12/02/19 12:21,27in 4K Gaming Monitor,1.0,389.99,"670 Highland St, San Francisco, CA 94016"
12/20/19 14:47,34in Ultrawide Monitor,1.0,379.99,"931 7th St, Boston, MA 02215"
12/19/19 12:33,34in Ultrawide Monitor,1.0,379.99,"76 Madison St, New York City, NY 10001"
12/28/19 22:52,Macbook Pro Laptop,1.0,1700.0,"755 Adams St, Seattle, WA 98101"
12/01/19 11:49,LG Washing Machine,1.0,600.0,"194 South St, San Francisco, CA 94016"
12/01/19 15:34,Flatscreen TV,1.0,300.0,"473 6th St, Seattle, WA 98101"
12/24/19 23:12,27in 4K Gaming Monitor,1.0,389.99,"587 Lakeview St, Boston, MA 02215"
12/23/19 11:23,34in Ultrawide Monitor,1.0,379.99,"783 South St, Los Angeles, CA 90001"
12/14/19 12:44,27in 4K Gaming Monitor,1.0,389.99,"486 10th St, San Francisco, CA 94016"
12/24/19 11:47,27in FHD Monitor,1.0,149.99,"887 Jackson St, San Francisco, CA 94016"
12/25/19 07:39,Macbook Pro Laptop,1.0,1700.0,"818 Willow St, Boston, MA 02215"
12/08/19 13:43,Google Phone,1.0,600.0,"65 11th St, Boston, MA 02215"
12/13/19 23:46,AA Batteries (4-pack),3.0,3.84,"25 Lake St, Dallas, TX 75001"
12/24/19 17:57,ThinkPad Laptop,1.0,999.99,"168 10th St, Portland, ME 04101"
12/01/19 22:49,iPhone,1.0,700.0,"475 Cedar St, Los Angeles, CA 90001"
12/11/19 07:03,Vareebadd Phone,1.0,400.0,"299 Lake St, Atlanta, GA 30301"
12/15/19 19:02,34in Ultrawide Monitor,1.0,379.99,"61 4th St, Seattle, WA 98101"
12/12/19 10:12,Google Phone,1.0,600.0,"979 Sunset St, New York City, NY 10001"
12/01/19 22:03,AA Batteries (4-pack),3.0,3.84,"583 11th St, New York City, NY 10001"
12/26/19 10:54,Vareebadd Phone,1.0,400.0,"444 1st St, Austin, TX 73301"
12/17/19 13:13,iPhone,1.0,700.0,"902 Dogwood St, Portland, OR 97035"
12/19/19 13:44,34in Ultrawide Monitor,1.0,379.99,"223 10th St, New York City, NY 10001"
12/25/19 12:53,27in FHD Monitor,1.0,149.99,"555 13th St, Boston, MA 02215"
12/29/19 20:32,iPhone,1.0,700.0,"234 Cherry St, Los Angeles, CA 90001"
12/21/19 10:10,LG Dryer,1.0,600.0,"817 Meadow St, Portland, OR 97035"
12/02/19 12:36,Apple Airpods Headphones,1.0,150.0,"694 Washington St, New York City, NY 10001"
12/30/19 10:03,iPhone,1.0,700.0,"215 Willow St, Dallas, TX 75001"
12/27/19 13:40,34in Ultrawide Monitor,1.0,379.99,"120 Center St, Portland, OR 97035"
12/06/19 17:39,iPhone,1.0,700.0,"692 West St, Portland, OR 97035"
12/06/19 09:07,iPhone,1.0,700.0,"619 Jackson St, New York City, NY 10001"
12/10/19 11:50,Google Phone,1.0,600.0,"183 2nd St, San Francisco, CA 94016"
12/04/19 22:19,Apple Airpods Headphones,1.0,150.0,"726 Dogwood St, Dallas, TX 75001"
12/27/19 20:14,ThinkPad Laptop,1.0,999.99,"799 Sunset St, Los Angeles, CA 90001"
12/22/19 07:46,Apple Airpods Headphones,1.0,150.0,"403 Chestnut St, Atlanta, GA 30301"
12/12/19 10:49,Flatscreen TV,1.0,300.0,"389 Washington St, Atlanta, GA 30301"
12/08/19 23:42,34in Ultrawide Monitor,1.0,379.99,"815 Maple St, Dallas, TX 75001"
12/25/19 18:41,27in 4K Gaming Monitor,1.0,389.99,"95 Ridge St, Los Angeles, CA 90001"
12/25/19 22:31,Apple Airpods Headphones,1.0,150.0,"999 Madison St, San Francisco, CA 94016"
12/08/19 10:28,Apple Airpods Headphones,1.0,150.0,"596 13th St, San Francisco, CA 94016"
12/25/19 13:13,Vareebadd Phone,1.0,400.0,"939 River St, Los Angeles, CA 90001"
12/01/19 12:42,Flatscreen TV,1.0,300.0,"19 12th St, Seattle, WA 98101"
12/02/19 12:20,Vareebadd Phone,1.0,400.0,"355 Pine St, San Francisco, CA 94016"
12/10/19 18:05,34in Ultrawide Monitor,1.0,379.99,"882 Elm St, Seattle, WA 98101"
12/20/19 16:51,Macbook Pro Laptop,1.0,1700.0,"988 Spruce St, Boston, MA 02215"
12/22/19 19:00,Apple Airpods Headphones,1.0,150.0,"969 11th St, Boston, MA 02215"
12/23/19 17:33,Google Phone,1.0,600.0,"364 North St, Boston, MA 02215"
12/20/19 10:49,Vareebadd Phone,1.0,400.0,"181 12th St, Austin, TX 73301"
12/17/19 14:24,AAA Batteries (4-pack),4.0,2.99,"504 Hickory St, Atlanta, GA 30301"
12/22/19 19:03,Apple Airpods Headphones,1.0,150.0,"653 Park St, San Francisco, CA 94016"
12/06/19 18:17,Macbook Pro Laptop,1.0,1700.0,"585 Willow St, San Francisco, CA 94016"
12/01/19 04:48,Apple Airpods Headphones,1.0,150.0,"937 River St, San Francisco, CA 94016"
12/30/19 17:10,Apple Airpods Headphones,1.0,150.0,"125 Main St, New York City, NY 10001"
12/20/19 20:41,ThinkPad Laptop,1.0,999.99,"881 Walnut St, Boston, MA 02215"
12/20/19 18:59,Apple Airpods Headphones,1.0,150.0,"802 9th St, Boston, MA 02215"
12/17/19 19:03,AAA Batteries (4-pack),5.0,2.99,"584 Spruce St, Boston, MA 02215"
12/01/19 10:46,34in Ultrawide Monitor,1.0,379.99,"348 Lakeview St, Dallas, TX 75001"
12/26/19 13:42,AAA Batteries (4-pack),3.0,2.99,"286 1st St, San Francisco, CA 94016"
12/13/19 10:16,Google Phone,1.0,600.0,"510 Elm St, Dallas, TX 75001"
12/21/19 10:50,LG Dryer,1.0,600.0,"199 Cedar St, Dallas, TX 75001"
12/18/19 19:22,iPhone,1.0,700.0,"464 Jefferson St, New York City, NY 10001"
12/27/19 12:57,27in 4K Gaming Monitor,1.0,389.99,"309 South St, Los Angeles, CA 90001"
12/30/19 18:16,27in FHD Monitor,1.0,149.99,"723 13th St, Boston, MA 02215"
12/24/19 19:37,Apple Airpods Headphones,1.0,150.0,"548 West St, Dallas, TX 75001"
12/07/19 09:57,Vareebadd Phone,1.0,400.0,"347 Wilson St, New York City, NY 10001"
12/28/19 23:05,Flatscreen TV,1.0,300.0,"135 9th St, San Francisco, CA 94016"
12/16/19 08:33,ThinkPad Laptop,1.0,999.99,"146 Cherry St, Atlanta, GA 30301"
12/02/19 15:15,LG Dryer,1.0,600.0,"794 Church St, Austin, TX 73301"
12/26/19 20:37,Apple Airpods Headphones,1.0,150.0,"888 Cedar St, New York City, NY 10001"
12/17/19 23:02,27in 4K Gaming Monitor,1.0,389.99,"623 Church St, Los Angeles, CA 90001"
12/08/19 21:49,ThinkPad Laptop,1.0,999.99,"403 Main St, Boston, MA 02215"
12/13/19 21:09,ThinkPad Laptop,1.0,999.99,"389 North St, Los Angeles, CA 90001"
12/25/19 12:19,iPhone,1.0,700.0,"572 13th St, Los Angeles, CA 90001"
12/08/19 17:22,27in 4K Gaming Monitor,1.0,389.99,"452 Sunset St, Dallas, TX 75001"
12/25/19 15:12,Apple Airpods Headphones,1.0,150.0,"82 Lake St, New York City, NY 10001"
12/04/19 14:14,Apple Airpods Headphones,1.0,150.0,"998 Pine St, New York City, NY 10001"
12/07/19 21:03,27in FHD Monitor,1.0,149.99,"614 Washington St, San Francisco, CA 94016"
12/19/19 12:48,27in FHD Monitor,1.0,149.99,"503 Madison St, Austin, TX 73301"
12/25/19 03:17,Macbook Pro Laptop,1.0,1700.0,"866 Willow St, Boston, MA 02215"
12/25/19 20:52,Google Phone,1.0,600.0,"7 Jackson St, Boston, MA 02215"
12/02/19 12:29,Google Phone,1.0,600.0,"39 Lincoln St, Los Angeles, CA 90001"
12/09/19 15:37,Google Phone,1.0,600.0,"717 14th St, Atlanta, GA 30301"
12/06/19 12:12,Apple Airpods Headphones,1.0,150.0,"806 Elm St, Dallas, TX 75001"
12/09/19 16:10,27in FHD Monitor,1.0,149.99,"791 Lincoln St, San Francisco, CA 94016"
12/26/19 10:23,Flatscreen TV,1.0,300.0,"993 11th St, Boston, MA 02215"
12/27/19 14:17,Macbook Pro Laptop,1.0,1700.0,"453 Ridge St, San Francisco, CA 94016"
12/04/19 12:42,27in FHD Monitor,1.0,149.99,"593 Cherry St, Los Angeles, CA 90001"
12/01/19 11:25,Macbook Pro Laptop,1.0,1700.0,"565 Forest St, San Francisco, CA 94016"
